,Question,A,B,C,D,Answer,Subject
723,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Arc:(130,126,60,1);Line:(223,117);Line:(223,130);Line:(128,130);Line:(128,128);SOL;Circle:(149,127,1);SOL;Circle:(155,127,2);SOL;Circle:(162,127,2);SOL;Circle:(168,126,2);SOL;Circle:(175,126,3);Ext:(192,64,192,32,128,126,96,131,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: How many circular holes are present in the CAD object?",2,3,4,5,D,QA
724,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Circle:(176,128,48);Ext:(128,128,128,66,128,128,123,162,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(128,128,128,85,128,162,85,176,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: How many cylindrical sections are present in the CAD object?",One,Two,Three,Four,B,QA
725,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(223,128);Line:(223,176);Line:(128,176);Line:(128,128);Ext:(128,128,128,128,128,128,69,157,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,197,140,142,11,130,128,Join,One-sided);SOL;Arc:(209,128,187,1);Line:(128,128);Ext:(192,128,192,197,142,145,8,155,128,Join,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,197,130,142,5,99,128,Cut,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,197,156,142,5,99,128,Cut,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,128,138,142,14,134,128,Join,One-sided);SOL;Line:(147,128);Line:(147,176);Line:(147,223);Line:(128,223);Line:(128,128);Ext:(192,128,192,128,134,140,4,134,128,Join,One-sided);SOL;Line:(147,128);Line:(147,223);Line:(128,223);Line:(128,176);Line:(128,128);Ext:(192,128,192,128,155,140,4,134,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the primary shape of the main body of the CAD object?",Cylinder,Sphere,prism,Cone,C,QA
726,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Circle:(176,128,48);SOL;Circle:(176,128,24);Ext:(192,128,192,128,95,128,67,136,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,128,115,128,25,136,128,Join,One-sided);SOL;Circle:(176,128,48);SOL;Circle:(176,128,36);Ext:(192,128,192,128,111,128,33,136,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the primary shape of the CAD object shown in the image?",Cube,Sphere,Cylinder,Cone,C,QA
727,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(223,128);Line:(223,223);Line:(128,223);Line:(128,128);SOL;Line:(222,129);Line:(222,222);Line:(129,222);Line:(129,129);Ext:(128,128,128,32,32,128,192,166,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: How many sides does the base of the CAD object have?",3,4,5,6,B,QA
728,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Arc:(162,128,227,1);Line:(161,124);Arc:(129,124,227,0);Line:(128,128);Ext:(192,64,192,95,128,216,182,132,132,Newbody,Two-sided);SOL;Line:(132,118);Arc:(219,118,29,0);Line:(223,128);Line:(128,128);Ext:(192,64,192,95,128,216,65,132,132,Join,Two-sided);SOL;Line:(223,128);Line:(223,170);Line:(128,170);Line:(128,128);Ext:(128,128,128,96,96,216,65,136,128,Join,One-sided);SOL;Line:(223,128);Line:(223,170);Line:(128,170);Line:(128,128);Ext:(128,128,128,96,132,216,65,136,128,Join,One-sided);SOL;Line:(223,128);Line:(223,139);Line:(128,139);Line:(128,128);Ext:(128,128,128,96,124,216,65,136,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the shape of the object attached to the ring in the CAD model?",Circular,Triangular,Rectangular,Hexagonal,C,QA
729,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(223,128);Line:(223,223);Line:(128,223);Line:(128,128);Ext:(192,64,192,128,128,128,45,173,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(192,64,192,131,83,150,39,134,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the shape of the protruding feature on the CAD object?",Sphere,Cylinder,Cone,Pyramid,B,QA
730,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(176,128);Line:(223,128);Line:(223,139);Arc:(128,139,21,1);Line:(128,128);Ext:(192,128,192,128,32,128,192,224,128,Newbody,Symmetric);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What type of surface is present on the top of the CAD object?",Planar,Curved,Irregular,Textured,B,QA
731,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Circle:(176,128,48);SOL;Circle:(176,128,12);Ext:(128,128,128,104,129,128,48,176,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(128,128,128,122,129,128,12,176,128,Join,One-sided);SOL;Circle:(176,128,48);Ext:(128,128,128,122,129,128,12,80,128,Join,One-sided);SOL;Line:(223,128);Line:(223,148);Line:(130,148);Arc:(128,128,13,0);Ext:(128,128,128,151,123,176,36,176,128,Join,One-sided);SOL;Line:(219,128);Arc:(223,164,13,1);Line:(128,164);Line:(128,128);Ext:(128,128,128,132,123,176,20,176,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: How many distinct geometric shapes are combined in the CAD object?",One,Two,Three,Four,C,QA
732,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(138,118);Line:(223,203);Line:(223,223);Line:(128,128);Ext:(192,128,192,128,95,95,33,143,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: How many faces does the CAD object have?",4,5,6,8,C,QA
733,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Circle:(176,128,48);Ext:(128,128,128,99,128,128,58,199,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the shape of the base of the CAD object shown in the image?",Square,Triangle,Circle,Rectangle,C,QA
734,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(140,128);Line:(140,33);Line:(179,33);Line:(179,128);Line:(191,128);Line:(191,140);Line:(160,140);Line:(128,140);Line:(128,128);Ext:(192,64,192,96,128,128,96,150,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What is the shape of the CAD object in the image?",L-shape,T-shape,U-shape,I-shape,B,QA
735,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Circle:(176,128,48);Ext:(128,128,128,90,128,128,75,160,128,Newbody,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What type of surface does the side of the CAD object in the image have?",Flat,Curved,Angular,Irregular,B,QA
736,"Examine the following CAD code carefully to understand the 3D object it generates and answer the question based on your interpretation of the rendered image of that object.

SOL;Line:(160,128);Line:(223,191);Line:(223,223);Line:(128,223);Line:(128,128);Ext:(192,128,192,128,155,177,47,81,128,Newbody,One-sided);SOL;Line:(223,128);Line:(223,223);Line:(128,128);Ext:(192,128,192,128,170,177,31,81,128,Join,One-sided);SOL;Line:(223,128);Line:(223,223);Line:(128,128);Ext:(192,128,192,128,170,177,31,175,128,Join,One-sided);SOL;Line:(223,128);Line:(223,223);Line:(128,128);Ext:(192,128,192,128,170,177,31,175,128,Join,One-sided);EOS

Hint: the CAD code has the following syntax:

CAD code consists of a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.

Question: What type of geometric shape is attached to the larger object in the CAD image?",Cone,Prism,Pyramid,Cylinder,B,QA
